,customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_cell,rfm_score
3341,0000021037,19,1,90000.0,2,1,1,211,4
3342,0003009790,1,3,315000.0,3,1,1,311,5
3343,0001030155,19,1,315000.0,2,1,1,211,4
3344,0001007816,19,1,90000.0,2,1,1,211,4
3345,0001165647,19,1,90000.0,2,1,1,211,4
3346,0000028836,19,1,90000.0,2,1,1,211,4
3347,0001122024,0,4,360000.0,3,1,1,311,5
3348,0001138141,19,1,90000.0,2,1,1,211,4
3349,0001136153,19,1,90000.0,2,1,1,211,4
3350,0001080192,19,2,135000.0,2,1,1,211,4
3351,0000023244,19,2,180000.0,2,1,1,211,4
3352,0001138414,8,2,225000.0,3,1,1,311,5
3353,0005008019,4,2,315000.0,3,1,1,311,5
3354,0003004145,19,1,90000.0,2,1,1,211,4
3355,0001135655,19,1,90000.0,2,1,1,211,4
3356,0001081054,19,1,90000.0,2,1,1,211,4
3357,0000004648,19,1,135000.0,2,1,1,211,4
3358,0001168735,17,2,180000.0,2,1,1,211,4
3359,0001119730,19,1,90000.0,2,1,1,211,4
3360,0001005366,19,1,90000.0,2,1,1,211,4
3361,0001030197,6,2,180000.0,3,1,1,311,5
3362,0000026669,19,1,90000.0,2,1,1,211,4
3363,0001138073,19,1,180000.0,2,1,1,211,4
3364,0001169726,19,1,90000.0,2,1,1,211,4
3365,0001138746,19,1,135000.0,2,1,1,211,4
3366,0001186555,19,2,270000.0,2,1,1,211,4
3367,0001119565,4,2,180000.0,3,1,1,311,5
3368,0001169827,19,1,90000.0,2,1,1,211,4
3369,0001121357,1,2,180000.0,3,1,1,311,5
3370,KH6697649,19,1,135000.0,2,1,1,211,4
3371,0000012025,15,2,270000.0,2,1,1,211,4
3372,0000011294,18,1,90000.0,2,1,1,211,4
3373,0001028999,18,1,90000.0,2,1,1,211,4
3374,0000042282,18,1,90000.0,2,1,1,211,4
3375,0000041573,18,1,90000.0,2,1,1,211,4
3376,0001138321,18,1,90000.0,2,1,1,211,4
3377,0001169572,18,1,45000.0,2,1,1,211,4
3378,0001081518,18,1,90000.0,2,1,1,211,4
3379,0000040250,18,1,135000.0,2,1,1,211,4
3380,KH8329267,1,3,270000.0,3,1,1,311,5
3381,0001166202,18,1,90000.0,2,1,1,211,4
3382,0001082350,18,3,270000.0,2,1,1,211,4
3383,0001186473,18,1,90000.0,2,1,1,211,4
3384,0001139597,18,1,90000.0,2,1,1,211,4
3385,0003008029,18,2,135000.0,2,1,1,211,4
3386,0001122244,18,1,90000.0,2,1,1,211,4
3387,0001167692,18,2,180000.0,2,1,1,211,4
3388,0000004289,18,2,180000.0,2,1,1,211,4
3389,0000010549,18,1,180000.0,2,1,1,211,4
3390,0000042671,18,1,90000.0,2,1,1,211,4
3391,0000025346,18,1,90000.0,2,1,1,211,4
3392,0001138136,18,1,90000.0,2,1,1,211,4
3393,0000028689,18,1,90000.0,2,1,1,211,4
3394,0000042691,18,1,90000.0,2,1,1,211,4
3395,0000041553,17,2,135000.0,2,1,1,211,4
3396,0000025914,18,4,360000.0,2,1,1,211,4
3397,0000043862,18,1,90000.0,2,1,1,211,4
3398,0000012047,18,3,405000.0,2,1,1,211,4
3399,KH116587,18,5,630000.0,2,1,1,211,4
3400,0001078227,13,2,180000.0,2,1,1,211,4
3401,0001167538,18,3,315000.0,2,1,1,211,4
3402,0001135218,18,3,270000.0,2,1,1,211,4
3403,0000014493,3,6,765000.0,3,1,1,311,5
3404,0001015992,18,5,450000.0,2,1,1,211,4
3405,0001135136,12,3,225000.0,2,1,1,211,4
3406,KH2313582,18,2,225000.0,2,1,1,211,4
3407,0003009684,17,3,450000.0,2,1,1,211,4
3408,0001160226,17,2,225000.0,2,1,1,211,4
3409,0001004731,17,1,90000.0,2,1,1,211,4
3410,0000040180,17,2,180000.0,2,1,1,211,4
3411,0001124388,17,1,90000.0,2,1,1,211,4
3412,0001083716,17,2,315000.0,2,1,1,211,4
3413,0001007946,17,1,45000.0,2,1,1,211,4
3414,0000011017,17,1,90000.0,2,1,1,211,4
3415,0003008621,17,1,90000.0,2,1,1,211,4
3416,0001079403,17,1,90000.0,2,1,1,211,4
3417,0000011180,17,1,90000.0,2,1,1,211,4
3418,0001023344,17,1,45000.0,2,1,1,211,4
3419,0001160282,17,2,180000.0,2,1,1,211,4
3420,KH7917159,17,1,90000.0,2,1,1,211,4
3421,0000004241,17,1,45000.0,2,1,1,211,4
3422,0001161995,17,1,90000.0,2,1,1,211,4
3423,0000029258,3,5,495000.0,3,1,1,311,5
3424,0001119939,17,1,90000.0,2,1,1,211,4
3425,0001136382,17,1,135000.0,2,1,1,211,4
3426,0001029069,17,7,855000.0,2,1,1,211,4
3427,0000040704,17,2,180000.0,2,1,1,211,4
3428,0003009739,0,3,270000.0,3,1,1,311,5
3429,0001192670,16,2,495000.0,2,1,1,211,4
3430,0001119678,16,2,135000.0,2,1,1,211,4
3431,0001146900,16,1,90000.0,2,1,1,211,4
3432,0001081073,16,1,90000.0,2,1,1,211,4
3433,0003008165,16,1,90000.0,2,1,1,211,4
3434,0001161737,16,1,90000.0,2,1,1,211,4
3435,0001193245,16,1,180000.0,2,1,1,211,4
3436,0001160373,11,2,180000.0,2,1,1,211,4
3437,0001024012,16,1,90000.0,2,1,1,211,4
3438,KH2344433,16,1,45000.0,2,1,1,211,4
3439,0000003386,16,1,90000.0,2,1,1,211,4
3440,0003008663,16,1,90000.0,2,1,1,211,4
3441,0001119670,16,1,135000.0,2,1,1,211,4
3442,0001139859,16,1,90000.0,2,1,1,211,4
3443,0001006844,1,2,180000.0,3,1,1,311,5
3444,0001069225,16,1,225000.0,2,1,1,211,4
3445,0001081816,16,1,90000.0,2,1,1,211,4
3446,0000028648,16,1,90000.0,2,1,1,211,4
3447,0001082207,16,1,135000.0,2,1,1,211,4
3448,0001121765,16,1,225000.0,2,1,1,211,4
3449,0000025878,16,1,135000.0,2,1,1,211,4
3450,0001023176,16,1,90000.0,2,1,1,211,4
3451,0001167173,7,2,360000.0,3,1,1,311,5
3452,0001136111,16,1,90000.0,2,1,1,211,4
3453,0001023001,16,1,90000.0,2,1,1,211,4
3454,0001082671,16,1,90000.0,2,1,1,211,4
3455,0000044527,16,1,45000.0,2,1,1,211,4
3456,KH3755589,16,1,90000.0,2,1,1,211,4
3457,0000028259,16,1,180000.0,2,1,1,211,4
3458,0001029236,16,2,225000.0,2,1,1,211,4
3459,KH1057314,16,1,180000.0,2,1,1,211,4
3460,0003008061,16,1,225000.0,2,1,1,211,4
3461,KH5584554,16,1,90000.0,2,1,1,211,4
3462,0001166953,16,1,90000.0,2,1,1,211,4
3463,0001080804,16,1,90000.0,2,1,1,211,4
3464,0001160288,16,1,180000.0,2,1,1,211,4
3465,0001166118,16,1,270000.0,2,1,1,211,4
3466,0000000221.,3,3,315000.0,3,1,1,311,5
3467,0001139416,15,1,270000.0,2,1,1,211,4
3468,0001146974,15,1,90000.0,2,1,1,211,4
3469,0001136681,15,3,225000.0,2,1,1,211,4
3470,0000010313,15,1,135000.0,2,1,1,211,4
3471,0001005285,15,1,270000.0,2,1,1,211,4
3472,0001082683,15,1,90000.0,2,1,1,211,4
3473,0001013832,15,1,90000.0,2,1,1,211,4
3474,0001123598,15,1,90000.0,2,1,1,211,4
3475,0001163916,15,1,135000.0,2,1,1,211,4
3476,0000029475,15,1,90000.0,2,1,1,211,4
3477,0003009766,15,1,90000.0,2,1,1,211,4
3478,0001083890,15,1,90000.0,2,1,1,211,4
3479,0001191423,14,2,180000.0,2,1,1,211,4
3480,0003009723,5,2,450000.0,3,1,1,311,5
3481,0001016412,15,2,270000.0,2,1,1,211,4
3482,0001080914,15,1,90000.0,2,1,1,211,4
3483,0001083875,15,1,135000.0,2,1,1,211,4
3484,0001186420,15,1,90000.0,2,1,1,211,4
3485,0001030181,15,2,225000.0,2,1,1,211,4
3486,0001023463,15,1,90000.0,2,1,1,211,4
3487,0003009645,15,1,90000.0,2,1,1,211,4
3488,0001167071,15,1,180000.0,2,1,1,211,4
3489,0001137653,15,1,90000.0,2,1,1,211,4
3490,0001012964,15,1,90000.0,2,1,1,211,4
3491,0003009785,15,1,90000.0,2,1,1,211,4
3492,0001081105,15,3,270000.0,2,1,1,211,4
3493,0001016389,15,1,180000.0,2,1,1,211,4
3494,0003008200,15,1,90000.0,2,1,1,211,4
3495,0003009715,14,1,90000.0,2,1,1,211,4
3496,0001070872,14,1,90000.0,2,1,1,211,4
3497,KH8930252,14,1,90000.0,2,1,1,211,4
3498,0001083025,14,1,45000.0,2,1,1,211,4
3499,0001016383,14,1,90000.0,2,1,1,211,4
3500,0001135563,14,1,90000.0,2,1,1,211,4
3501,0000000541,14,2,225000.0,2,1,1,211,4
3502,0001011765,14,1,45000.0,2,1,1,211,4
3503,0000025876,14,1,90000.0,2,1,1,211,4
3504,0001007797,14,1,90000.0,2,1,1,211,4
3505,0000010878,14,1,90000.0,2,1,1,211,4
3506,0001079789,14,1,90000.0,2,1,1,211,4
3507,0000012951,14,1,90000.0,2,1,1,211,4
3508,0000023574,14,1,90000.0,2,1,1,211,4
3509,0001169975,14,1,90000.0,2,1,1,211,4
3510,0001161423,14,1,225000.0,2,1,1,211,4
3511,0001029757,14,1,90000.0,2,1,1,211,4
3512,0000044197,14,1,90000.0,2,1,1,211,4
3513,0001029107,14,1,180000.0,2,1,1,211,4
3514,0001166215,14,1,90000.0,2,1,1,211,4
3515,0001138919,14,1,90000.0,2,1,1,211,4
3516,0001167061,3,2,360000.0,3,1,1,311,5
3517,0000022758,14,1,90000.0,2,1,1,211,4
3518,KH5778139,14,1,90000.0,2,1,1,211,4
3519,0000025042,14,1,180000.0,2,1,1,211,4
3520,0000000285,14,1,90000.0,2,1,1,211,4
3521,0001160312,5,2,180000.0,3,1,1,311,5
3522,0001030168,14,1,90000.0,2,1,1,211,4
3523,0000027440,14,2,270000.0,2,1,1,211,4
3524,0001119255,3,4,630000.0,3,1,1,311,5
3525,0001122681,14,1,90000.0,2,1,1,211,4
3526,0001080383,14,1,90000.0,2,1,1,211,4
3527,0001135782,14,1,90000.0,2,1,1,211,4
3528,KH2859270,2,2,180000.0,3,1,1,311,5
3529,0001023317,14,1,90000.0,2,1,1,211,4
3530,0001165345,14,1,270000.0,2,1,1,211,4
3531,0001166258,14,1,90000.0,2,1,1,211,4
3532,0003004164,14,1,90000.0,2,1,1,211,4
3533,0001123225,0,2,180000.0,3,1,1,311,5
3534,KH6546385,14,1,90000.0,2,1,1,211,4
3535,0000023302,14,1,90000.0,2,1,1,211,4
3536,0000003383,14,1,90000.0,2,1,1,211,4
3537,0001137357,14,1,90000.0,2,1,1,211,4
3538,KH2678899,0,2,180000.0,3,1,1,311,5
3539,0001139477,6,2,180000.0,3,1,1,311,5
3540,0001139885,14,1,135000.0,2,1,1,211,4
3541,0001191068,1,2,180000.0,3,1,1,311,5
3542,0001004407,7,3,315000.0,3,1,1,311,5
3543,KH4693399,14,1,90000.0,2,1,1,211,4
3544,0001079279,13,1,90000.0,2,1,1,211,4
3545,0001016359,13,1,90000.0,2,1,1,211,4
3546,0003009705,13,1,90000.0,2,1,1,211,4
3547,0003009714,13,1,90000.0,2,1,1,211,4
3548,0001068431,13,1,90000.0,2,1,1,211,4
3549,0001136752,13,3,225000.0,2,1,1,211,4
3550,0000024057,13,1,90000.0,2,1,1,211,4
3551,0001165973,13,2,450000.0,2,1,1,211,4
3552,0001136244,13,2,135000.0,2,1,1,211,4
3553,0001023411,13,1,90000.0,2,1,1,211,4
3554,0001137251,13,1,90000.0,2,1,1,211,4
3555,0001004607,13,1,90000.0,2,1,1,211,4
3556,0001168800,13,1,90000.0,2,1,1,211,4
3557,0001181202,13,1,90000.0,2,1,1,211,4
3558,KH937648,13,1,180000.0,2,1,1,211,4
3559,0001167314,13,1,90000.0,2,1,1,211,4
3560,0000028431,13,1,90000.0,2,1,1,211,4
3561,0001122904,13,1,90000.0,2,1,1,211,4
3562,0001161792,13,3,540000.0,2,1,1,211,4
3563,0001135413,13,1,90000.0,2,1,1,211,4
3564,0000027771,7,2,180000.0,3,1,1,311,5
3565,0001167412,13,1,180000.0,2,1,1,211,4
3566,0001192698,13,1,90000.0,2,1,1,211,4
3567,0001161672,13,1,45000.0,2,1,1,211,4
3568,0001080570,13,1,135000.0,2,1,1,211,4
3569,0001168613,13,1,90000.0,2,1,1,211,4
3570,0001161937,13,1,90000.0,2,1,1,211,4
3571,0001122182,13,1,90000.0,2,1,1,211,4
3572,0001083320,13,2,225000.0,2,1,1,211,4
3573,0001080717,13,1,90000.0,2,1,1,211,4
3574,0001146959,13,1,135000.0,2,1,1,211,4
3575,0001083245,13,1,90000.0,2,1,1,211,4
3576,0001139167,13,1,90000.0,2,1,1,211,4
3577,0001137056,13,1,90000.0,2,1,1,211,4
3578,0001138258,13,2,180000.0,2,1,1,211,4
3579,0001121473,13,1,90000.0,2,1,1,211,4
3580,0001191165,13,1,90000.0,2,1,1,211,4
3581,0000044674,13,1,90000.0,2,1,1,211,4
3582,0003008015,6,2,180000.0,3,1,1,311,5
3583,0001137595,13,2,315000.0,2,1,1,211,4
3584,0001186106,13,1,135000.0,2,1,1,211,4
3585,0000021313,13,1,90000.0,2,1,1,211,4
3586,0001119895,13,1,90000.0,2,1,1,211,4
3587,0001082054,13,1,90000.0,2,1,1,211,4
3588,0000013611,6,2,180000.0,3,1,1,311,5
3589,0003008088,13,2,225000.0,2,1,1,211,4
3590,0001080905,13,2,225000.0,2,1,1,211,4
3591,0000040493,13,1,90000.0,2,1,1,211,4
3592,0000027372,13,1,90000.0,2,1,1,211,4
3593,0000029361,10,2,180000.0,3,1,1,311,5
3594,0000041963,13,2,225000.0,2,1,1,211,4
3595,0001167405,13,1,90000.0,2,1,1,211,4
3596,KH3685454,13,1,90000.0,2,1,1,211,4
3597,0000014440,13,1,90000.0,2,1,1,211,4
3598,0001136065,13,1,90000.0,2,1,1,211,4
3599,0000042724,6,2,135000.0,3,1,1,311,5
3600,0001119374,13,1,90000.0,2,1,1,211,4
3601,0001120972,13,1,90000.0,2,1,1,211,4
3602,0001083926,13,1,90000.0,2,1,1,211,4
3603,0001136219,13,1,90000.0,2,1,1,211,4
3604,0001166094,13,1,90000.0,2,1,1,211,4
3605,0000041055,13,1,90000.0,2,1,1,211,4
3606,0001005058,13,1,135000.0,2,1,1,211,4
3607,KH3098976,13,1,90000.0,2,1,1,211,4
3608,0000022604,12,1,225000.0,2,1,1,211,4
3609,0001120741,12,1,90000.0,2,1,1,211,4
3610,KH4755659,12,1,90000.0,2,1,1,211,4
3611,KH8081394,12,1,90000.0,2,1,1,211,4
3612,KH1564778,12,2,180000.0,2,1,1,211,4
3613,0001013871,12,1,90000.0,2,1,1,211,4
3614,0000000109,12,1,90000.0,2,1,1,211,4
3615,0001069331,10,3,225000.0,3,1,1,311,5
3616,0001120519,12,1,90000.0,2,1,1,211,4
3617,0000010961,12,2,90000.0,2,1,1,211,4
3618,0000021717,12,1,45000.0,2,1,1,211,4
3619,0000020789,12,1,225000.0,2,1,1,211,4
3620,0001014157,12,1,90000.0,2,1,1,211,4
3621,0001146918,12,2,180000.0,2,1,1,211,4
3622,0001013549,12,1,315000.0,2,1,1,211,4
3623,0000024118,12,2,315000.0,2,1,1,211,4
3624,0001166123,12,1,90000.0,2,1,1,211,4
3625,0001079310,12,1,90000.0,2,1,1,211,4
3626,0001077103,12,1,135000.0,2,1,1,211,4
3627,0001166793,12,1,270000.0,2,1,1,211,4
3628,KH6737156,12,1,135000.0,2,1,1,211,4
3629,0001023815,12,1,270000.0,2,1,1,211,4
3630,0001136100,2,2,180000.0,3,1,1,311,5
3631,0000012067,12,1,90000.0,2,1,1,211,4
3632,0001123748,12,1,90000.0,2,1,1,211,4
3633,0001082533,12,1,90000.0,2,1,1,211,4
3634,0001007879,12,2,180000.0,2,1,1,211,4
3635,0000025090,12,1,90000.0,2,1,1,211,4
3636,0000029804,12,1,90000.0,2,1,1,211,4
3637,0001137458,12,1,90000.0,2,1,1,211,4
3638,0001067724,12,1,45000.0,2,1,1,211,4
3639,0000041840,6,3,270000.0,3,1,1,311,5
3640,0001167819,12,1,90000.0,2,1,1,211,4
3641,0003004122,12,1,90000.0,2,1,1,211,4
3642,0001166015,12,2,135000.0,2,1,1,211,4
3643,0001013731,12,1,180000.0,2,1,1,211,4
3644,0001138991,5,2,180000.0,3,1,1,311,5
3645,0001013232,12,1,90000.0,2,1,1,211,4
3646,0001002987,12,2,180000.0,2,1,1,211,4
3647,0001005849,12,1,90000.0,2,1,1,211,4
3648,0000003945,10,2,180000.0,3,1,1,311,5
3649,0003009772,12,1,180000.0,2,1,1,211,4
3650,KH9177675,12,1,45000.0,2,1,1,211,4
3651,0001166318,12,2,180000.0,2,1,1,211,4
3652,0001191150,0,3,315000.0,3,1,1,311,5
3653,0000023012,11,1,90000.0,2,1,1,211,4
3654,0001121884,5,3,315000.0,3,1,1,311,5
3655,0001079918,11,1,90000.0,2,1,1,211,4
3656,0001120820,11,2,180000.0,2,1,1,211,4
3657,0001081698,11,1,135000.0,2,1,1,211,4
3658,0001124399,5,2,315000.0,3,1,1,311,5
3659,0000027396,11,1,135000.0,2,1,1,211,4
3660,0001006703,11,1,90000.0,2,1,1,211,4
3661,0001181359,11,1,180000.0,2,1,1,211,4
3662,0000014467,11,1,45000.0,2,1,1,211,4
3663,0001165181,11,1,90000.0,2,1,1,211,4
3664,0003009721,11,1,45000.0,2,1,1,211,4
3665,0001165199,11,1,135000.0,2,1,1,211,4
3666,0001119876,11,1,90000.0,2,1,1,211,4
3667,0001029505,11,1,90000.0,2,1,1,211,4
3668,0003004036,2,2,225000.0,3,1,1,311,5
3669,0001124366,11,1,90000.0,2,1,1,211,4
3670,0003008767,6,4,360000.0,3,1,1,311,5
3671,0001137886,5,2,180000.0,3,1,1,311,5
3672,0001029083,11,1,90000.0,2,1,1,211,4
3673,0001165116,11,1,90000.0,2,1,1,211,4
3674,0001192778,11,1,135000.0,2,1,1,211,4
3675,0001077368,11,1,90000.0,2,1,1,211,4
3676,0001119843,11,1,90000.0,2,1,1,211,4
3677,0001168044,11,1,90000.0,2,1,1,211,4
3678,0001080235,11,1,90000.0,2,1,1,211,4
3679,KH1334842,11,1,90000.0,2,1,1,211,4
3680,0001013079,11,1,90000.0,2,1,1,211,4
3681,KH2813705,11,3,225000.0,2,1,1,211,4
3682,0001014008,11,1,90000.0,2,1,1,211,4
3683,0001167435,11,1,180000.0,2,1,1,211,4
3684,0001083488,11,1,225000.0,2,1,1,211,4
3685,0001139310,1,3,270000.0,3,1,1,311,5
3686,0001191121,10,1,90000.0,3,1,1,311,5
3687,0001016196,10,1,90000.0,3,1,1,311,5
3688,0000014065,10,1,90000.0,3,1,1,311,5
3689,KH9814797,10,2,360000.0,3,1,1,311,5
3690,0001030147,10,1,90000.0,3,1,1,311,5
3691,0001122720,10,2,180000.0,3,1,1,311,5
3692,0001135466,10,1,90000.0,3,1,1,311,5
3693,0001167176,9,2,135000.0,3,1,1,311,5
3694,0001081119,1,2,135000.0,3,1,1,311,5
3695,0001081348,10,1,270000.0,3,1,1,311,5
3696,0001163428,10,1,90000.0,3,1,1,311,5
3697,0003004530,6,3,360000.0,3,1,1,311,5
3698,0001192641,10,1,90000.0,3,1,1,311,5
3699,0001121657,10,1,180000.0,3,1,1,311,5
3700,0001069275,10,1,225000.0,3,1,1,311,5
3701,0001119183,5,2,180000.0,3,1,1,311,5
3702,0001138157,10,1,90000.0,3,1,1,311,5
3703,0001013633,5,2,180000.0,3,1,1,311,5
3704,0001185917,10,1,90000.0,3,1,1,311,5
3705,0000044329,9,1,135000.0,3,1,1,311,5
3706,0000014272,9,3,405000.0,3,1,1,311,5
3707,0001168724,9,3,270000.0,3,1,1,311,5
3708,0001120437,9,1,90000.0,3,1,1,311,5
3709,0001080790,9,1,90000.0,3,1,1,311,5
3710,0001080306,9,1,45000.0,3,1,1,311,5
3711,0001082782,9,1,90000.0,3,1,1,311,5
3712,0001122805,9,1,90000.0,3,1,1,311,5
3713,0003004597,9,1,90000.0,3,1,1,311,5
3714,0001023653,9,1,90000.0,3,1,1,311,5
3715,0000026482,5,3,270000.0,3,1,1,311,5
3716,0001136504,9,1,90000.0,3,1,1,311,5
3717,0001122812,9,1,90000.0,3,1,1,311,5
3718,0000042651,9,1,90000.0,3,1,1,311,5
3719,0000000051,9,1,90000.0,3,1,1,311,5
3720,0001004907,9,1,90000.0,3,1,1,311,5
3721,0001163883,9,1,90000.0,3,1,1,311,5
3722,0001078825,9,1,90000.0,3,1,1,311,5
3723,0000004256,9,1,90000.0,3,1,1,311,5
3724,0001139624,9,1,90000.0,3,1,1,311,5
3725,0001077597,9,1,90000.0,3,1,1,311,5
3726,0001185895,9,1,90000.0,3,1,1,311,5
3727,0001191596,9,1,180000.0,3,1,1,311,5
3728,0001139636,9,1,135000.0,3,1,1,311,5
3729,0000029649,9,1,90000.0,3,1,1,311,5
3730,0001168045,8,1,90000.0,3,1,1,311,5
3731,0000014243,8,1,90000.0,3,1,1,311,5
3732,0001121614,8,1,90000.0,3,1,1,311,5
3733,KH5074391,8,2,180000.0,3,1,1,311,5
3734,0001119438,8,1,180000.0,3,1,1,311,5
3735,0001185860,8,1,90000.0,3,1,1,311,5
3736,0000028185,8,1,45000.0,3,1,1,311,5
3737,0001136470,8,1,90000.0,3,1,1,311,5
3738,0001014029,1,4,360000.0,3,1,1,311,5
3739,0001119773,8,1,90000.0,3,1,1,311,5
3740,0001121224,8,1,180000.0,3,1,1,311,5
3741,0001161720,8,1,90000.0,3,1,1,311,5
3742,KH555837,1,4,360000.0,3,1,1,311,5
3743,0001135354,8,2,180000.0,3,1,1,311,5
3744,0001165253,8,1,270000.0,3,1,1,311,5
3745,0001192603,8,1,90000.0,3,1,1,311,5
3746,0001083789,8,1,90000.0,3,1,1,311,5
3747,0001160350,8,1,90000.0,3,1,1,311,5
3748,0001119295,8,1,225000.0,3,1,1,311,5
3749,0001121005,8,1,90000.0,3,1,1,311,5
3750,0001163822,8,1,90000.0,3,1,1,311,5
3751,0001135627,8,1,90000.0,3,1,1,311,5
3752,0000012281,8,1,90000.0,3,1,1,311,5
3753,KH5491019,0,2,180000.0,3,1,1,311,5
3754,0001138488,8,1,90000.0,3,1,1,311,5
3755,0001023370,8,1,90000.0,3,1,1,311,5
3756,0001024168,8,1,90000.0,3,1,1,311,5
3757,0001160254,7,1,405000.0,3,1,1,311,5
3758,0001022890,7,1,180000.0,3,1,1,311,5
3759,0000029535,7,1,90000.0,3,1,1,311,5
3760,0000011054,7,1,90000.0,3,1,1,311,5
3761,0001169516,7,2,180000.0,3,1,1,311,5
3762,KH5779293,7,2,180000.0,3,1,1,311,5
3763,0001166597,7,2,135000.0,3,1,1,311,5
3764,0000023547,7,1,90000.0,3,1,1,311,5
3765,0001139655,7,1,90000.0,3,1,1,311,5
3766,0000014752,7,1,90000.0,3,1,1,311,5
3767,0001186150,7,1,90000.0,3,1,1,311,5
3768,0000027560,7,1,180000.0,3,1,1,311,5
3769,KH8171884,7,1,90000.0,3,1,1,311,5
3770,0001191192,5,4,360000.0,3,1,1,311,5
3771,0001005242,7,5,495000.0,3,1,1,311,5
3772,0001121582,7,2,180000.0,3,1,1,311,5
3773,0001121713,7,1,90000.0,3,1,1,311,5
3774,0001119657,6,2,315000.0,3,1,1,311,5
3775,0000044993,6,2,180000.0,3,1,1,311,5
3776,0000042381,1,2,405000.0,3,1,1,311,5
3777,0001006704,6,2,225000.0,3,1,1,311,5
3778,KH4862227,6,1,90000.0,3,1,1,311,5
3779,0001011756,6,1,180000.0,3,1,1,311,5
3780,0001135611,6,3,270000.0,3,1,1,311,5
3781,0000027190,6,1,90000.0,3,1,1,311,5
3782,0001177885,6,1,45000.0,3,1,1,311,5
3783,0001191040,6,1,135000.0,3,1,1,311,5
3784,0001191600,6,2,180000.0,3,1,1,311,5
3785,0001078186,6,1,45000.0,3,1,1,311,5
3786,0001119056,6,1,135000.0,3,1,1,311,5
3787,KH1586781,6,1,135000.0,3,1,1,311,5
3788,0000012628,6,1,90000.0,3,1,1,311,5
3789,0000021388,6,1,90000.0,3,1,1,311,5
3790,0001004573,6,1,45000.0,3,1,1,311,5
3791,0001136980,0,4,675000.0,3,1,1,311,5
3792,0001136919,6,1,90000.0,3,1,1,311,5
3793,0003009735,6,2,180000.0,3,1,1,311,5
3794,0003008092,6,1,135000.0,3,1,1,311,5
3795,0001119988,6,2,180000.0,3,1,1,311,5
3796,0001136558,1,2,180000.0,3,1,1,311,5
3797,0001067486,6,1,90000.0,3,1,1,311,5
3798,0001165876,6,1,90000.0,3,1,1,311,5
3799,0000044777,6,2,225000.0,3,1,1,311,5
3800,KH8698638,6,2,225000.0,3,1,1,311,5
3801,0000026907,6,1,90000.0,3,1,1,311,5
3802,0001168790,6,2,225000.0,3,1,1,311,5
3803,0000042364,6,1,180000.0,3,1,1,311,5
3804,0001004369,6,1,90000.0,3,1,1,311,5
3805,0001161748,6,1,90000.0,3,1,1,311,5
3806,0001168274,6,2,180000.0,3,1,1,311,5
3807,0000025933,6,1,90000.0,3,1,1,311,5
3808,0001081363,6,1,90000.0,3,1,1,311,5
3809,KH1068246,1,2,135000.0,3,1,1,311,5
3810,KH5901828,6,2,315000.0,3,1,1,311,5
3811,0001191087,6,2,270000.0,3,1,1,311,5
3812,0000003204,6,1,90000.0,3,1,1,311,5
3813,0001077245,6,1,90000.0,3,1,1,311,5
3814,KH2117133,6,2,180000.0,3,1,1,311,5
3815,0001168837,5,4,360000.0,3,1,1,311,5
3816,0001191597,5,1,90000.0,3,1,1,311,5
3817,0001080008,5,1,90000.0,3,1,1,311,5
3818,0001022729,5,2,270000.0,3,1,1,311,5
3819,0001168335,5,1,90000.0,3,1,1,311,5
3820,0001023634,5,1,90000.0,3,1,1,311,5
3821,0000021739,5,1,90000.0,3,1,1,311,5
3822,0001122472,5,1,90000.0,3,1,1,311,5
3823,0001193316,5,1,90000.0,3,1,1,311,5
3824,0000028371,5,1,135000.0,3,1,1,311,5
3825,0000042509,5,1,45000.0,3,1,1,311,5
3826,0001181353,5,2,180000.0,3,1,1,311,5
3827,0001006866,5,1,180000.0,3,1,1,311,5
3828,0001118890,5,1,90000.0,3,1,1,311,5
3829,0000012198,5,1,180000.0,3,1,1,311,5
3830,0000028404,5,1,135000.0,3,1,1,311,5
3831,0001139635,5,1,90000.0,3,1,1,311,5
3832,0001161860,5,1,90000.0,3,1,1,311,5
3833,0001119783,5,1,90000.0,3,1,1,311,5
3834,0000042851,5,1,90000.0,3,1,1,311,5
3835,0001136659,5,1,180000.0,3,1,1,311,5
3836,0005008182,5,1,90000.0,3,1,1,311,5
3837,0003008698,5,1,90000.0,3,1,1,311,5
3838,0000027748,5,1,90000.0,3,1,1,311,5
3839,0001005111,5,2,225000.0,3,1,1,311,5
3840,0000000385,5,1,90000.0,3,1,1,311,5
3841,0001119404,5,1,270000.0,3,1,1,311,5
3842,0001121121,5,1,90000.0,3,1,1,311,5
3843,0000002371,2,2,90000.0,3,1,1,311,5
3844,0000020857,5,1,90000.0,3,1,1,311,5
3845,0001007841,5,1,90000.0,3,1,1,311,5
3846,0001160647,5,1,90000.0,3,1,1,311,5
3847,0001014062,5,1,180000.0,3,1,1,311,5
3848,KH741177,5,1,180000.0,3,1,1,311,5
3849,0001165379,5,1,90000.0,3,1,1,311,5
3850,0001137392,5,1,90000.0,3,1,1,311,5
3851,0001165295,5,1,90000.0,3,1,1,311,5
3852,0001077078,5,2,180000.0,3,1,1,311,5
3853,0001120877,5,1,90000.0,3,1,1,311,5
3854,0001191036,5,1,90000.0,3,1,1,311,5
3855,0000021141,5,1,90000.0,3,1,1,311,5
